tname	tf	tfgenename	tfcount	gene	tfauc	gcount	npmotifregweight	npgexpress	nprtype
Gut	Doc3_(+)-NPR	Doc3	5	TkR86C	0.08795	8	4.1	6	npr
Gut	dpn_(+)-NPR	dpn	41	AstA-R1	0.08736	3	7	14.56098	npr
Gut	Dp_(+)-NPR	Dp	1493	AstA-R1	0.02113	16	6.6	4.94508	npr
Gut	Dp_(+)-NPR	Dp	148	NPFR	0.01948	3	4.4	1.34459	npr
Gut	Dp_(+)-NPR	Dp	383	sNPF-R	0.01756	3	5.6	1.30809	npr
Gut	E2f1_(-)-NPR	E2f1	890	PK1-R	0.11455	1	1.1	2.00225	npr
Gut	Eip74EF_(+)-NPR	Eip74EF	886	PK1-R	0.22069	1	3.6	2.00677	npr
Gut	Eip74EF_(-)-NPR	Eip74EF	890	PK1-R	0.24081	1	3.6	2.00225	npr
Gut	ERR_(-)-NPR	ERR	138	NPFR	0.09232	24	10.1	1.24638	npr
Gut	ERR_(-)-NPR	ERR	6	TkR86C	0.08611	52	21.6	1.16667	npr
Gut	esg_(+)-NPR	esg	1492	AstA-R1	0.07061	97	12.9	4.94772	npr
Gut	Ets21C_(+)-NPR	Ets21C	354	sNPF-R	0.137	2	13.5	1.28249	npr
Gut	Ets21C_(-)-NPR	Ets21C	308	sNPF-R	0.07413	2	13.5	1.29221	npr
Gut	fkh_(+)-NPR	fkh	1493	AstA-R1	0.1245	1	3.2	4.94508	npr
Gut	fkh_(+)-NPR	fkh	138	AstC-R1	0.11995	78	4.9	1.92754	npr
Gut	fkh_(+)-NPR	fkh	76	FMRFaR	0.11547	37	5.5	1.46053	npr
Gut	fkh_(+)-NPR	fkh	361	Pdfr	0.12249	52	4.9	5.06648	npr
Gut	fkh_(-)-NPR	fkh	1002	AstA-R1	0.01586	1	3.2	5.02695	npr
Gut	fkh_(-)-NPR	fkh	137	AstC-R1	0.34755	78	4.9	1.93431	npr
Gut	fkh_(-)-NPR	fkh	74	FMRFaR	0.3138	37	5.5	1.47297	npr
Gut	fkh_(-)-NPR	fkh	355	Pdfr	0.29858	52	4.9	5.13239	npr
Gut	foxo_(-)-NPR	foxo	1157	AstA-R1	0.07567	46	69	4.66897	npr
Gut	foxo_(-)-NPR	foxo	132	NPFR	0.0697	1	3.4	1.36364	npr
Gut	foxo_(-)-NPR	foxo	316	sNPF-R	0.06784	21	62	1.32278	npr
Gut	FoxP_(+)-NPR	FoxP	84	AstA-R2	0.13183	100	12.1	2.15476	npr
Gut	FoxP_(+)-NPR	FoxP	137	AstC-R1	0.15451	92	13	1.93431	npr
Gut	FoxP_(+)-NPR	FoxP	76	FMRFaR	0.13844	100	8.5	1.46053	npr
Gut	FoxP_(+)-NPR	FoxP	359	Pdfr	0.13049	1	4.1	5.08914	npr
Gut	ftz-f1_(-)-NPR	ftz-f1	890	PK1-R	0.16141	3	1	2.00225	npr
Gut	ham_(+)-NPR	ham	17	SIFaR	0.07451	68	33.8	1.58824	npr
Gut	Hand_(+)-NPR	Hand	69	AstA-R2	0.17372	5	13.2	2.31884	npr
Gut	Hand_(+)-NPR	Hand	23	AstC-R2	0.28802	13	12	5.91304	npr
Gut	HDAC1_(+)-NPR	HDAC1	81	NPFR	0.01655	1	1.5	1.28395	npr
Gut	HGTX_(-)-NPR	HGTX	308	sNPF-R	0.07376	1	2.5	1.33442	npr
Gut	HLH4C_(+)-NPR	HLH4C	925	AstA-R1	0.03268	14	5.6	7.08324	npr
Gut	HLH54F_(+)-NPR	HLH54F	330	sNPF-R	0.01333	20	10	1.33333	npr
Gut	Hnf4_(-)-NPR	Hnf4	138	AstC-R1	0.25013	11	1.5	1.92754	npr
Gut	Hnf4_(-)-NPR	Hnf4	347	Pdfr	0.22138	63	2.4	5.21902	npr
Gut	Hnf4_(-)-NPR	Hnf4	302	sNPF-R	0.03176	11	15	1.34106	npr
Gut	hng1_(+)-NPR	hng1	361	Pdfr	0.03136	11	3.1	5.06648	npr
Gut	Hr39_(+)-NPR	Hr39	890	PK1-R	0.08826	2	1.1	2.00225	npr
Gut	Hr39_(-)-NPR	Hr39	890	PK1-R	0.17531	2	1.1	2.00225	npr
Gut	Hr4_(+)-NPR	Hr4	1143	AstA-R1	0.02224	22	5.8	6.014	npr
Gut	Hr4_(+)-NPR	Hr4	13	CrzR	0.01596	1	0.6	1.30769	npr
Gut	Hsf_(+)-NPR	Hsf	1493	AstA-R1	0.04258	4	2.4	4.94508	npr
Gut	Hsf_(+)-NPR	Hsf	148	NPFR	0.04666	2	2.5	1.34459	npr
Gut	Hsf_(-)-NPR	Hsf	398	AstA-R1	0.15393	4	2.4	4.46734	npr
Gut	Hsf_(-)-NPR	Hsf	71	NPFR	0.08726	2	2.5	1.30986	npr
Gut	hth_(-)-NPR	hth	82	AstA-R2	0.17755	13	26.4	2.18293	npr
Gut	hth_(-)-NPR	hth	137	AstC-R1	0.1544	6	15	1.93431	npr
Gut	hth_(-)-NPR	hth	26	AstC-R2	0.15554	2	3.2	5.42308	npr
Gut	hth_(-)-NPR	hth	73	FMRFaR	0.12395	1	47.4	1.47945	npr
Gut	hth_(-)-NPR	hth	145	NPFR	0.10231	22	96.8	1.35172	npr
Gut	hth_(-)-NPR	hth	355	Pdfr	0.16359	13	42.1	5.12676	npr
Gut	hth_(-)-NPR	hth	16	TkR86C	0.09511	22	94.1	2.5625	npr
Gut	jigr1_(+)-NPR	jigr1	650	AstA-R1	0.08756	11	10.6	9.50615	npr
Gut	jim_(+)-NPR	jim	1493	AstA-R1	0.19397	11	14.9	4.94508	npr
Gut	jim_(+)-NPR	jim	383	sNPF-R	0.19115	4	2.5	1.30809	npr
Gut	jim_(-)-NPR	jim	1209	AstA-R1	0.06299	11	14.9	4.85277	npr
Gut	jim_(-)-NPR	jim	328	sNPF-R	0.05709	4	2.5	1.32012	npr
Gut	Jra_(-)-NPR	Jra	901	AstA-R1	0.06498	2	21.6	4.41509	npr
Gut	Jra_(-)-NPR	Jra	133	NPFR	0.05021	4	16.3	1.23308	npr
Gut	Jra_(-)-NPR	Jra	261	sNPF-R	0.04946	2	28.1	1.31801	npr
Gut	Jra_(-)-NPR	Jra	8	TkR86C	0.06729	31	27.3	1	npr
Gut	kay_(-)-NPR	kay	1443	AstA-R1	0.04044	67	107.8	4.7027	npr
Gut	kay_(-)-NPR	kay	148	NPFR	0.04163	89	87.1	1.34459	npr
Gut	kay_(-)-NPR	kay	377	sNPF-R	0.03709	100	111.2	1.30769	npr
Gut	ken_(+)-NPR	ken	3	CapaR	0.01128	1	0.9	1	npr
Gut	klu_(+)-NPR	klu	1493	AstA-R1	0.12144	18	11.4	4.94508	npr
Gut	klu_(-)-NPR	klu	598	AstA-R1	0.10165	18	11.4	6.33946	npr
Gut	lbl_(+)-NPR	lbl	27	AstC-R2	0.04722	1	1.1	5.25926	npr
Gut	Lim1_(+)-NPR	Lim1	327	sNPF-R	0.01675	27	35.8	1.31498	npr
Gut	lms_(+)-NPR	lms	35	sNPF-R	0.00939	1	10.3	1.2	npr
Gut	lov_(+)-NPR	lov	17	CrzR	0.12478	1	1.9	1.23529	npr
Gut	maf-S_(+)-NPR	maf-S	383	sNPF-R	0.11315	1	12.2	1.30809	npr
Gut	Mef2_(-)-NPR	Mef2	966	AstA-R1	0.09328	26	7.9	4.20807	npr
Gut	Mef2_(-)-NPR	Mef2	63	AstA-R2	0.10987	87	21.5	2.47619	npr
Gut	Mef2_(-)-NPR	Mef2	22	AstC-R2	0.08533	30	17.6	6.04545	npr
Gut	Mef2_(-)-NPR	Mef2	106	NPFR	0.07509	9	17.1	1.31132	npr
Gut	Mef2_(-)-NPR	Mef2	246	sNPF-R	0.08255	6	14.1	1.28862	npr
Gut	mor_(+)-NPR	mor	287	AstA-R1	0.03734	2	1	4.56098	npr
Gut	Myc_(-)-NPR	Myc	227	AstA-R1	0.14627	60	38.8	3.76211	npr
Gut	Myc_(-)-NPR	Myc	18	AstA-R2	0.10494	100	38.8	1.94444	npr
Gut	Myc_(-)-NPR	Myc	61	Pdfr	0.17778	100	39.3	3.01639	npr
Gut	Myc_(-)-NPR	Myc	62	sNPF-R	0.1328	5	30.1	1.3871	npr
Gut	oc_(+)-NPR	oc	5	CrzR	0.02186	2	1.5	1	npr
Gut	org-1_(+)-NPR	org-1	138	AstC-R1	0.08558	10	19.9	1.92754	npr
Gut	org-1_(+)-NPR	org-1	27	AstC-R2	0.09365	4	5.2	5.25926	npr
Gut	org-1_(+)-NPR	org-1	17	CrzR	0.03136	6	20	1.23529	npr
Gut	Pdp1_(-)-NPR	Pdp1	1461	AstA-R1	0.03822	3	29	4.98631	npr
Gut	Pdp1_(-)-NPR	Pdp1	145	NPFR	0.04418	4	36.9	1.35172	npr
Gut	Pdp1_(-)-NPR	Pdp1	374	sNPF-R	0.03535	3	36.9	1.31283	npr
Gut	peng_(+)-NPR	peng	1493	AstA-R1	0.01745	1	0.7	4.94508	npr
Gut	peng_(+)-NPR	peng	148	NPFR	0.01782	5	1	1.34459	npr
Gut	peng_(+)-NPR	peng	19	TkR86C	0.01913	8	3.9	2.31579	npr
Gut	pnt_(+)-NPR	pnt	1493	AstA-R1	0.28327	1	3.2	4.94508	npr
Gut	Ptx1_(+)-NPR	Ptx1	383	sNPF-R	0.09198	1	3.2	1.30809	npr
Gut	Rbf_(+)-NPR	Rbf	1493	AstA-R1	0.02433	9	5.2	4.94508	npr
Gut	Rbf_(+)-NPR	Rbf	148	NPFR	0.02234	4	5	1.34459	npr
Gut	Rel_(-)-NPR	Rel	624	AstA-R1	0.07987	3	18.4	4.03686	npr
Gut	Rel_(-)-NPR	Rel	5	CrzR	0.12694	31	24	1.2	npr
Gut	Rel_(-)-NPR	Rel	76	NPFR	0.06872	30	30.2	1.51316	npr
Gut	Rel_(-)-NPR	Rel	140	sNPF-R	0.06432	6	21.4	1.27857	npr
Gut	sc_(+)-NPR	sc	843	AstA-R1	0.03552	100	22.9	7.62633	npr
Gut	slp1_(+)-NPR	slp1	138	AstC-R1	0.25133	100	10.7	1.92754	npr
Gut	slp1_(+)-NPR	slp1	76	FMRFaR	0.23437	9	21.4	1.46053	npr
Gut	slp2_(+)-NPR	slp2	138	AstC-R1	0.22025	7	1.9	1.92754	npr
Gut	slp2_(+)-NPR	slp2	76	FMRFaR	0.24041	16	11.5	1.46053	npr
Gut	sna_(+)-NPR	sna	618	AstA-R1	0.1183	9	3.4	9.94337	npr
Gut	Sox14_(+)-NPR	Sox14	17	CrzR	0.14818	1	25.8	1.23529	npr
Gut	Sox21b_(+)-NPR	Sox21b	17	CrzR	0.05411	5	1.7	1.23529	npr
Gut	SoxN_(+)-NPR	SoxN	17	SIFaR	0.06195	3	2.9	1.58824	npr
Gut	sv_(+)-NPR	sv	356	Pdfr	0.12345	47	5.5	5.1236	npr
Gut	tap_(+)-NPR	tap	360	sNPF-R	0.04089	45	14.4	1.32222	npr
Gut	ttk_(+)-NPR	ttk	148	NPFR	0.13082	4	7.2	1.34459	npr
Gut	usp_(+)-NPR	usp	1493	AstA-R1	0.03622	11	17.6	4.94508	npr
Gut	vtd_(+)-NPR	vtd	148	NPFR	0.1228	4	3.8	1.34459	npr
Gut	vtd_(+)-NPR	vtd	17	SIFaR	0.10269	7	5.4	1.58824	npr
Gut	Xrp1_(-)-NPR	Xrp1	138	AstC-R1	0.11867	99	12	1.92754	npr
Gut	zfh2_(+)-NPR	zfh2	1482	AstA-R1	0.18661	93	22.9	4.97368	npr
Gut	zfh2_(-)-NPR	zfh2	1159	AstA-R1	0.08522	93	22.9	5.44262	npr
Haltere	abd-A_(+)-NPR	abd-A	6	AstC-R2	0.14507	9	4.6	1.33333	npr
Haltere	Abd-B_(+)-NPR	Abd-B	354	AstA-R1	0.0277	100	21.4	2.01412	npr
Haltere	Abd-B_(+)-NPR	Abd-B	6	AstC-R2	0.1221	96	18.1	1.33333	npr
Haltere	achi_(+)-NPR	achi	352	AstA-R1	0.07005	19	6.7	2.01989	npr
Haltere	Antp_(+)-NPR	Antp	74	FMRFaR	0.04763	3	7.4	1.62162	npr
Haltere	aop_(+)-NPR	aop	350	AstA-R1	0.07899	1	1.2	2.00571	npr
Haltere	aop_(+)-NPR	aop	80	FMRFaR	0.03439	3	2.7	1.6	npr
Haltere	aop_(-)-NPR	aop	351	AstA-R1	0.07546	1	1.2	2.02279	npr
Haltere	aop_(-)-NPR	aop	81	FMRFaR	0.1231	3	2.7	1.59259	npr
Haltere	B-H2_(+)-NPR	B-H2	22	CrzR	0.06219	1	10.9	2	npr
Haltere	bab1_(+)-NPR	bab1	12	SIFaR	0.25907	15	8.7	1.08333	npr
Haltere	bab1_(+)-NPR	bab1	52	sNPF-R	0.18873	6	20.3	1.15385	npr
Haltere	br_(+)-NPR	br	6	AstC-R2	0.17942	2	2.6	1.33333	npr
Haltere	cbt_(+)-NPR	cbt	50	CrzR	0.08381	1	5.1	1.82	npr
Haltere	CG17829_(+)-NPR	CG17829	30	NPFR	0.0316	2	3.3	1.76667	npr
Haltere	CG6276_(+)-NPR	CG6276	39	sNPF-R	0.03584	3	2.5	1.15385	npr
Haltere	Clk_(-)-NPR	Clk	82	FMRFaR	0.38369	1	0.1	1.58537	npr
Haltere	cnc_(-)-NPR	cnc	350	AstA-R1	0.15245	2	2.2	2.02286	npr
Haltere	Cnot4_(+)-NPR	Cnot4	50	CrzR	0.07225	6	7	1.82	npr
Haltere	CycT_(+)-NPR	CycT	30	NPFR	0.0361	4	1	1.76667	npr
Haltere	cyc_(+)-NPR	cyc	718	PK1-R	0.04204	1	0.4	1.2312	npr
Haltere	da_(+)-NPR	da	30	NPFR	0.04475	1	1.9	1.76667	npr
Haltere	Dlip3_(+)-NPR	Dlip3	12	SIFaR	0.06477	5	2.4	1.08333	npr
Haltere	Dp_(+)-NPR	Dp	348	AstA-R1	0.02924	1	1.7	2.03161	npr
Haltere	Dp_(+)-NPR	Dp	49	CrzR	0.01846	3	3.4	1.83673	npr
Haltere	dsx_(+)-NPR	dsx	50	CrzR	0.01783	10	12.6	1.82	npr
Haltere	dsx_(-)-NPR	dsx	50	CrzR	0.13368	10	12.6	1.82	npr
Haltere	E2f2_(+)-NPR	E2f2	12	SIFaR	0.01379	21	17.2	1.08333	npr
Haltere	EcR_(+)-NPR	EcR	82	FMRFaR	0.17287	1	1.6	1.58537	npr
Haltere	EcR_(-)-NPR	EcR	54	FMRFaR	0.06585	1	1.6	1.59259	npr
Haltere	egg_(+)-NPR	egg	50	CrzR	0.02353	8	1.3	1.82	npr
Haltere	egg_(+)-NPR	egg	4	TkR86C	0.05227	7	0.7	1.25	npr
Haltere	Eip75B_(+)-NPR	Eip75B	82	FMRFaR	0.24478	2	1.6	1.58537	npr
Haltere	Eip75B_(-)-NPR	Eip75B	82	FMRFaR	0.1518	2	1.6	1.58537	npr
Haltere	ems_(+)-NPR	ems	40	CrzR	0.04182	1	6.8	1.375	npr
Haltere	Ets97D_(+)-NPR	Ets97D	4	TkR86C	0.01812	8	2	1.25	npr
Haltere	exd_(+)-NPR	exd	12	AstC-R1	0.07024	1	0.5	1.41667	npr
Haltere	ey_(+)-NPR	ey	6	AstC-R2	0.14493	61	7.9	1.33333	npr
Haltere	FoxK_(+)-NPR	FoxK	23	AstC-R1	0.10549	13	7	1.52174	npr
Haltere	foxo_(-)-NPR	foxo	52	sNPF-R	0.33235	1	1.3	1.15385	npr
Haltere	ftz-f1_(-)-NPR	ftz-f1	12	SIFaR	0.01759	2	1.3	1.08333	npr
Haltere	grn_(+)-NPR	grn	354	AstA-R1	0.09727	2	14.2	2.01412	npr
Haltere	grn_(+)-NPR	grn	23	AstC-R1	0.09483	1	1.8	1.52174	npr
Haltere	grn_(+)-NPR	grn	82	FMRFaR	0.09208	1	0.6	1.58537	npr
Haltere	grn_(+)-NPR	grn	718	PK1-R	0.088	4	0.9	1.2312	npr
Haltere	grn_(-)-NPR	grn	354	AstA-R1	0.13955	2	14.2	2.01412	npr
Haltere	grn_(-)-NPR	grn	23	AstC-R1	0.09742	1	1.8	1.52174	npr
Haltere	grn_(-)-NPR	grn	82	FMRFaR	0.0992	1	0.6	1.58537	npr
Haltere	grn_(-)-NPR	grn	718	PK1-R	0.18049	4	0.9	1.2312	npr
Haltere	hng1_(+)-NPR	hng1	248	Pdfr	0.07464	8	9.4	2.10484	npr
Haltere	Hr38_(+)-NPR	Hr38	23	AstC-R1	0.26132	2	3.6	1.52174	npr
Haltere	Hr38_(+)-NPR	Hr38	82	FMRFaR	0.27035	8	10.5	1.58537	npr
Haltere	Hr38_(-)-NPR	Hr38	11	AstC-R1	0.11896	2	3.6	1.36364	npr
Haltere	Hr38_(-)-NPR	Hr38	52	FMRFaR	0.08336	8	10.5	1.61538	npr
Haltere	hth_(-)-NPR	hth	4	TkR86C	0.13682	1	2	1.25	npr
Haltere	jim_(+)-NPR	jim	354	AstA-R1	0.10204	52	11.2	2.01412	npr
Haltere	jim_(+)-NPR	jim	23	AstC-R1	0.12172	24	4.3	1.52174	npr
Haltere	jim_(+)-NPR	jim	82	FMRFaR	0.11	63	6.4	1.58537	npr
Haltere	jim_(+)-NPR	jim	250	Pdfr	0.11108	7	3.1	2.096	npr
Haltere	jim_(+)-NPR	jim	52	sNPF-R	0.10608	5	2.8	1.15385	npr
Haltere	Mef2_(-)-NPR	Mef2	339	AstA-R1	0.10331	40	4.7	2.02065	npr
Haltere	Mef2_(-)-NPR	Mef2	240	Pdfr	0.06202	10	2.6	2.1	npr
Haltere	Mef2_(-)-NPR	Mef2	12	SIFaR	0.01594	66	8.1	1.08333	npr
Haltere	Mef2_(-)-NPR	Mef2	46	sNPF-R	0.07014	12	3.2	1.15217	npr
Haltere	Mes4_(+)-NPR	Mes4	51	sNPF-R	0.03711	51	1.7	1.15686	npr
Haltere	mid_(+)-NPR	mid	23	AstC-R1	0.1912	1	3.7	1.52174	npr
Haltere	Mondo_(+)-NPR	Mondo	250	Pdfr	0.15798	2	4	2.096	npr
Haltere	nej_(+)-NPR	nej	250	Pdfr	0.20091	30	9.7	2.096	npr
Haltere	nej_(-)-NPR	nej	170	Pdfr	0.02581	30	9.7	2.09412	npr
Haltere	Nf-YA_(+)-NPR	Nf-YA	22	AstC-R1	0.04133	6	6.7	1.54545	npr
Haltere	NfI_(-)-NPR	NfI	4	TkR86C	0.06169	1	9.5	1.25	npr
Haltere	oc_(+)-NPR	oc	23	AstC-R1	0.08206	45	4.5	1.52174	npr
Haltere	ovo_(+)-NPR	ovo	250	Pdfr	0.05292	1	0.3	2.096	npr
Haltere	ovo_(-)-NPR	ovo	250	Pdfr	0.20591	1	0.3	2.096	npr
Haltere	pan_(+)-NPR	pan	354	AstA-R1	0.16554	43	28.7	2.01412	npr
Haltere	pan_(+)-NPR	pan	82	FMRFaR	0.22187	1	1.4	1.58537	npr
Haltere	pnr_(+)-NPR	pnr	718	PK1-R	0.06207	1	0	1.2312	npr
Haltere	pnr_(-)-NPR	pnr	718	PK1-R	0.29891	1	0	1.2312	npr
Haltere	pnt_(+)-NPR	pnt	82	FMRFaR	0.05208	2	3.7	1.58537	npr
Haltere	repo_(+)-NPR	repo	52	sNPF-R	0.04655	100	45.5	1.15385	npr
Haltere	REPTOR-BP_(+)-NPR	REPTOR-BP	82	FMRFaR	0.07585	31	14.1	1.58537	npr
Haltere	REPTOR-BP_(+)-NPR	REPTOR-BP	30	NPFR	0.08009	8	9.2	1.76667	npr
Haltere	Rfx_(-)-NPR	Rfx	330	AstA-R1	0.07025	4	7.5	2.02121	npr
Haltere	Rfx_(-)-NPR	Rfx	21	AstC-R1	0.02203	8	11.1	1.57143	npr
Haltere	Rfx_(-)-NPR	Rfx	71	FMRFaR	0.02752	1	8.7	1.6338	npr
Haltere	Rfx_(-)-NPR	Rfx	28	NPFR	0.02853	2	9.8	1.71429	npr
Haltere	Rfx_(-)-NPR	Rfx	11	SIFaR	0.03038	8	8.6	1.09091	npr
Haltere	ro_(+)-NPR	ro	232	AstA-R1	0.02226	5	1.9	2.12931	npr
Haltere	scro_(+)-NPR	scro	52	sNPF-R	0.0399	13	3.7	1.15385	npr
Haltere	Scr_(+)-NPR	Scr	6	AstC-R2	0.05831	50	2.8	1.33333	npr
Haltere	Sidpn_(+)-NPR	Sidpn	354	AstA-R1	0.18105	25	7.8	2.01412	npr
Haltere	sima_(-)-NPR	sima	354	AstA-R1	0.15465	32	2	2.01412	npr
Haltere	slp2_(+)-NPR	slp2	52	sNPF-R	0.07928	21	12.4	1.15385	npr
Haltere	Sox102F_(+)-NPR	Sox102F	52	sNPF-R	0.11298	3	0.5	1.15385	npr
Haltere	Sox102F_(-)-NPR	Sox102F	52	sNPF-R	0.28233	3	0.5	1.15385	npr
Haltere	sqz_(+)-NPR	sqz	77	FMRFaR	0.13443	4	6.5	1.58442	npr
Haltere	svp_(-)-NPR	svp	50	CrzR	0.31057	99	33.2	1.82	npr
Haltere	svp_(-)-NPR	svp	243	Pdfr	0.08215	6	6.7	2.04938	npr
Haltere	svp_(-)-NPR	svp	52	sNPF-R	0.1718	65	33.2	1.15385	npr
Haltere	Tbp_(+)-NPR	Tbp	52	sNPF-R	0.0363	2	0.9	1.15385	npr
Haltere	TfIIA-S_(+)-NPR	TfIIA-S	50	CrzR	0.02402	8	3.4	1.82	npr
Haltere	Trf_(+)-NPR	Trf	23	AstC-R1	0.0214	21	3.7	1.52174	npr
Haltere	usp_(+)-NPR	usp	250	Pdfr	0.03764	16	2.1	2.096	npr
Heart	abd-A_(+)-NPR	abd-A	102	AstA-R2	0.08214	1	25	2.13725	npr
Heart	abd-A_(-)-NPR	abd-A	151	AstA-R2	0.15115	1	25	1.94702	npr
Heart	Abd-B_(+)-NPR	Abd-B	123	AstC-R1	0.06346	42	18.9	2.21951	npr
Heart	Atf6_(-)-NPR	Atf6	791	CrzR	0.0135	1	1.7	7.55247	npr
Heart	B-H1_(+)-NPR	B-H1	124	AstC-R1	0.02455	19	7	2.20968	npr
Heart	B-H1_(+)-NPR	B-H1	132	FMRFaR	0.02191	32	4.8	1.51515	npr
Heart	bap_(+)-NPR	bap	117	AstA-R2	0.09073	18	9.2	2.13675	npr
Heart	bap_(+)-NPR	bap	2	SIFaR	0.11035	1	2.8	1.5	npr
Heart	bbx_(+)-NPR	bbx	148	sNPF-R	0.09176	1	0.7	1.87838	npr
Heart	Bgb_(+)-NPR	Bgb	402	AstA-R1	0.05047	11	6.8	5.63682	npr
Heart	br_(+)-NPR	br	3515	CrzR	0.2012	1	1.6	10.40427	npr
Heart	br_(+)-NPR	br	16	SIFaR	0.17833	1	0.7	1.0625	npr
Heart	br_(-)-NPR	br	1354	CrzR	0.0174	1	1.6	9.6647	npr
Heart	br_(-)-NPR	br	7	SIFaR	0.03356	1	0.7	1.14286	npr
Heart	cbt_(+)-NPR	cbt	3003	Pdfr	0.08445	7	15.6	4.42724	npr
Heart	CG17829_(+)-NPR	CG17829	10	CapaR	0.00447	1	1.7	4.3	npr
Heart	CG3407_(+)-NPR	CG3407	70	sNPF-R	0.02487	1	0.6	2.18571	npr
Heart	CG9609_(+)-NPR	CG9609	123	AstC-R1	0.01106	2	2.3	2.20325	npr
Heart	CG9609_(+)-NPR	CG9609	15	CapaR	0.04038	9	2.3	3.4	npr
Heart	CG9609_(+)-NPR	CG9609	13	TkR86C	0.02379	4	4.5	1.15385	npr
Heart	ci_(+)-NPR	ci	2965	Pdfr	0.15144	1	2.7	4.47015	npr
Heart	Cnot4_(+)-NPR	Cnot4	132	FMRFaR	0.0726	2	0.8	1.51515	npr
Heart	Cnot4_(+)-NPR	Cnot4	16	SIFaR	0.05564	4	2.4	1.0625	npr
Heart	Cnot4_(+)-NPR	Cnot4	13	TkR86C	0.05058	2	2.5	1.15385	npr
Heart	crc_(-)-NPR	crc	8	CapaR	0.03236	1	8.2	2.75	npr
Heart	crc_(-)-NPR	crc	5	NPFR	0.08216	6	5.6	3.6	npr
Heart	crc_(-)-NPR	crc	2	SIFaR	0.02443	12	10.4	1	npr
Heart	CrebB_(-)-NPR	CrebB	14	CapaR	0.0372	1	4.2	3.21429	npr
Heart	CrebB_(-)-NPR	CrebB	2555	CrzR	0.03158	12	14.1	11.42074	npr
Heart	CrebB_(-)-NPR	CrebB	8	NPFR	0.02669	18	40.7	2.75	npr
Heart	CrebB_(-)-NPR	CrebB	1790	Pdfr	0.02351	3	35.1	3.80391	npr
Heart	CrebB_(-)-NPR	CrebB	15	SIFaR	0.02502	29	45.6	1.06667	npr
Heart	CrebB_(-)-NPR	CrebB	11	TkR86C	0.05255	2	5	1.18182	npr
Heart	CTCF_(+)-NPR	CTCF	105	AstC-R1	0.0105	1	1.1	2.32381	npr
Heart	CTCF_(+)-NPR	CTCF	4	NPFR	0.00699	3	5.2	1	npr
Heart	CycT_(+)-NPR	CycT	8	NPFR	0.01792	2	2.9	2.75	npr
Heart	CycT_(+)-NPR	CycT	16	SIFaR	0.01724	2	2.8	1.0625	npr
Heart	da_(+)-NPR	da	132	FMRFaR	0.03591	2	2.8	1.51515	npr
Heart	da_(+)-NPR	da	8	NPFR	0.01515	4	3.7	2.75	npr
Heart	da_(+)-NPR	da	15	SIFaR	0.0136	1	1.5	1.06667	npr
Heart	Dif_(+)-NPR	Dif	132	FMRFaR	0.08055	1	1.7	1.51515	npr
Heart	Dif_(+)-NPR	Dif	3003	Pdfr	0.06726	6	1	4.42724	npr
Heart	Dif_(+)-NPR	Dif	247	sNPF-R	0.07533	1	0.1	1.66397	npr
Heart	Doc1_(+)-NPR	Doc1	7	NPFR	0.07019	2	1.8	3	npr
Heart	Doc2_(+)-NPR	Doc2	7	NPFR	0.19984	3	0.9	3	npr
Heart	Doc2_(+)-NPR	Doc2	13	TkR86C	0.0778	4	9.4	1.15385	npr
Heart	Dp_(+)-NPR	Dp	899	AstA-R1	0.02956	15	6.6	3.17353	npr
Heart	Dp_(+)-NPR	Dp	124	AstC-R1	0.03191	5	3	2.20968	npr
Heart	Dp_(+)-NPR	Dp	15	CapaR	0.04627	30	10.1	3.4	npr
Heart	Dp_(+)-NPR	Dp	8	NPFR	0.05081	4	15.1	2.75	npr
Heart	Dp_(+)-NPR	Dp	16	SIFaR	0.02063	5	4.6	1.0625	npr
Heart	E5_(+)-NPR	E5	247	sNPF-R	0.1219	41	28.5	1.66397	npr
Heart	EcR_(+)-NPR	EcR	8	NPFR	0.11635	4	6.5	2.75	npr
Heart	EcR_(+)-NPR	EcR	16	SIFaR	0.08437	4	8.2	1.0625	npr
Heart	emc_(+)-NPR	emc	3517	CrzR	0.27508	1	17.4	10.39949	npr
Heart	ems_(+)-NPR	ems	151	AstA-R2	0.07622	1	0.6	1.94702	npr
Heart	ems_(+)-NPR	ems	122	AstC-R1	0.09428	7	5.4	2.22951	npr
Heart	ems_(+)-NPR	ems	245	sNPF-R	0.07011	79	10.7	1.66939	npr
Heart	ERR_(-)-NPR	ERR	879	CrzR	0.01244	1	0.5	7.50284	npr
Heart	Ets21C_(+)-NPR	Ets21C	16	SIFaR	0.09881	66	53.7	1.0625	npr
Heart	Ets98B_(+)-NPR	Ets98B	2875	Pdfr	0.05755	2	15.3	4.55304	npr
Heart	Ets98B_(-)-NPR	Ets98B	2973	Pdfr	0.07808	2	15.3	4.42751	npr
Heart	exd_(+)-NPR	exd	16	sNPF-R	0.03801	1	1.4	1.4375	npr
Heart	foxo_(-)-NPR	foxo	3412	CrzR	0.02548	3	10.1	10.55715	npr
Heart	foxo_(-)-NPR	foxo	2843	Pdfr	0.02681	1	1.4	4.50088	npr
Heart	foxo_(-)-NPR	foxo	229	sNPF-R	0.03101	35	12.1	1.67249	npr
Heart	FoxP_(+)-NPR	FoxP	114	AstC-R1	0.05211	29	6.9	2.29825	npr
